Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
1757102			1757053	-	-	predicted RNA	antisense: pykF	3373
1757393	1757421	1757657	1757657	+	lpp	b1677	-	9920
1757682			1757554	-	-	predicted RNA	antisense: lpp	19849
	1758725	1757721		-	ldtE	b1678	-	68
	1759290	1758874		-	sufE	b1679	-	6
	1760523	1759303		-	sufS	b1680	-	25
	1761791	1760520		-	sufD	b1681	-	37
	1762512	1761766		-	sufC	b1682	-	12
	1764009	1762522		-	sufB	b1683	-	29
	1764386	1764018		-	sufA	b1684	-	26
1764780			1764713	-	rydB	b4430	-	0
	1765122	1764934		-	ydiH	b1685	-	98
	1765632	1765222	1765222	-	menI	b1686	-	227
1768685	1768685	1765629		-	ydiJ	b1687	-	310
	1769074	1770186		+	ydiK	b1688	-	110
1770372			1770477	+	rprA	b4431	-	0
	1770615	1770971		+	ydiL	b1689	-	0
	1771071	1772285		+	ydiM	b1690	-	1
	1772512	1773777		+	ydiN	b1691	-	2
	1773789	1774655		+	ydiB	b1692	-	16
	1774686	1775444		+	aroD	b1693	-	55
	1775587	1777182		+	ydiF	b1694	-	1
	1777196	1778347		+	ydiO	b1695	-	9
	1779301	1778390		-	ydiP	b1696	-	14
	1779617	1780381		+	ydiQ	b1697	-	3
	1780401	1781339		+	ydiR	b1698	-	4
	1781395	1782684		+	ydiS	b1699	-	3
	1782681	1782974		+	ydiT	b1700	-	4
	1783031	1784677		+	fadK	b1701	-	3
	1787112	1784734		-	ppsA	b1702	-	88
	1787445	1788278		+	ppsR	b1703	-	29
	1788435	1789481		+	aroH	b1704	-	84
	1789613	1789804		+	ydiE	b1705	-	25
	1791244	1789808		-	ydiU	b1706	-	13
	1792020	1791307		-	ydiV	b1707	-	19
	1792731	1792267		-	nlpC	b1708	-	99
	1793558	1792809		-	btuD	b1709	-	67
	1794109	1793558		-	btuE	b1710	-	97
	1795152	1794172		-	btuC	b1711	-	34
1795552	1795552	1795253	1795253	-	ihfA	b1712	-	350
1795256			1795290	+	-	predicted RNA	antisense: ihfA	2162
1797944	1797944	1795557	1795553	-	pheT	b1713	-	597
1796778			1796795	+	-	predicted RNA	antisense: pheT	1936
1798975	1798942	1797959	1797945	-	pheS	b1714	-	389
	1799270	1799226		-	pheM	b1715	-	0
1799390			1799927	+	-	predicted RNA	antisense: rplT rpmI	4034
1799749	1799749	1799393	1799393	-	rplT	b1716	-	1771
1799999	1799999	1799802	1799750	-	rpmI	b1717	-	3946
1799985			1800207	+	-	predicted RNA	antisense: infC rpmI	4545
1800638	1800638	1800096	1800000	-	infC	b1718	-	2811
1800326			1800635	+	-	predicted RNA	antisense: infC	2091
1802612	1802570	1800642	1800639	-	thrS	b1719	-	742
1802716			1802685	-	-	predicted RNA	-	2327
	1805165	1805272		+	yniD	b4535	-	0
	1806083	1805325		-	ydiY	b1722	-	18
	1806370	1807299		+	pfkB	b1723	-	178
	1807400	1807690		+	ydiZ	b1724	-	114
	1807796	1808656		+	yniA	b1725	-	93
	1809233	1808697		-	yniB	b1726	-	28
	1809380	1810048		+	yniC	b1727	-	43
	1810211	1810801		+	ydjM	b1728	-	4
1810900	1810934	1812325	1812325	+	ydjN	b1729	-	876
1811584			1811564	-	-	predicted RNA	antisense: ydjN	1861
1812192			1812158	-	-	predicted RNA	antisense: ydjN	1832
1812315			1812264	-	-	predicted RNA	antisense: ydjN	2566
	1813132	1812329		-	ydjO	b1730	-	23
	1813663	1813421		-	cedA	b1731	-	14
	1813867	1816128		+	katE	b1732	-	107
	1817135	1816386		-	chbG	b1733	-	28
	1818500	1817148		-	chbF	b1734	-	9
	1819447	1818605		-	chbR	b1735	-	15
	1819805	1819455		-	chbA	b1736	-	11
	1821214	1819856		-	chbC	b1737	-	0
	1821619	1821299		-	chbB	b1738	-	6
1822267	1822256	1821918	1821918	-	osmE	b1739	-	448
1822453	1822458	1823285	1823285	+	nadE	b1740	-	215
	1823515	1824402		+	cho	b1741	-	25
	1824937	1824362		-	ves	b1742	-	2
	1825625	1825140		-	spy	b1743	-	5
	1826923	1825955		-	astE	b1744	-	3
	1828259	1826916		-	astB	b1745	-	0
	1829734	1828256		-	astD	b1746	-	4
	1830765	1829731		-	astA	b1747	-	0
	1831982	1830762		-	astC	b1748	-	4
	1832428	1833234		+	xthA	b1749	-	44
	1833401	1834111		+	ydjX	b1750	-	41
	1834116	1834793		+	ydjY	b1751	-	99
	1834808	1835515		+	ydjZ	b1752	-	73
	1835515	1836063		+	ynjA	b1753	-	115
	1836073	1837239		+	ynjB	b1754	-	74
	1837212	1838747		+	ynjC	b1755	-	36
	1838747	1839400		+	ynjD	b1756	-	21
1839456	1839467	1840774	1840774	+	ynjE	b1757	-	283
	1841403	1840783		-	ynjF	b1758	-	32
	1841490	1841897		+	nudG	b1759	-	15
	1842135	1841863		-	ynjH	b1760	-	18
1842322	1842371	1843714	1843714	+	gdhA	b1761	-	1115
1842698			1842661	-	-	predicted RNA	antisense: gdhA	2187
1843045			1842920	-	-	predicted RNA	antisense: gdhA	1773
1843323			1843314	-	-	predicted RNA	antisense: gdhA	1752
1843476			1843463	-	-	predicted RNA	antisense: gdhA	1994
1843708			1843541	-	-	predicted RNA	antisense: gdhA	2148
	1844871	1843831		-	ynjI	b1762	-	17
	1846960	1844999		-	topB	b1763	-	63
1848017	1848008	1846965	1846961	-	selD	b1764	-	229
	1848676	1848125		-	ydjA	b1765	-	116
	1848837	1850693		+	sppA	b1766	-	50
	1850860	1851876		+	ansA	b1767	-	60
	1851887	1852528		+	pncA	b1768	-	66
	1853979	1852621		-	ydjE	b1769	-	0
	1854854	1854096		-	ydjF	b1770	-	4
	1855971	1854991		-	ydjG	b1771	-	7
	1856928	1855981		-	ydjH	b1772	-	2
	1857769	1856933		-	ydjI	b1773	-	0
	1858833	1857790		-	ydjJ	b1774	-	6
	1860229	1858850		-	ydjK	b1775	-	1
	1861332	1860256		-	ydjL	b1776	-	2
	1861974	1861702		-	yeaC	b1777	-	10
	1862429	1862016		-	msrB	b1778	-	37
1862608	1862771	1863766	1863766	+	gapA	b1779	-	8948
1863783			1862879	-	-	predicted RNA	antisense: gapA	9559
	1863850	1864734		+	yeaD	b1780	-	140
	1865636	1864782		-	yeaE	b1781	-	25
1866484	1866472	1865726	1865726	-	mipA	b1782	-	415
	1866908	1868842		+	yeaG	b1783	-	45
	1868955	1870238		+	yeaH	b1784	-	14
	1870385	1871860		+	yeaI	b1785	-	0
	1872041	1873531		+	yeaJ	b1786	-	9
	1873574	1874077		+	yeaK	b1787	-	96
	1874182	1874078		-	yoaI	b1788	-	46
	1874352	1874798		+	yeaL	b1789	-	28
	1875576	1874755		-	yeaM	b1790	-	15
	1875673	1876854		+	yeaN	b1791	-	16
	1876909	1877256		+	yeaO	b1792	-	28
	1877532	1877278		-	yoaF	b1793	-	17
	1877715	1878740		+	yeaP	b1794	-	42
	1878773	1878871		+	yoaK	b4676	-	13
	1878874	1878948		+	yoaJ	b4675	-	0
	1879255	1879007		-	yeaQ	b1795	-	157
	1879585	1879403		-	yoaG	b1796	-	7
	1879948	1879589		-	yeaR	b1797	-	0
	1880759	1880121		-	leuE	b1798	-	7
	1881809	1880886		-	dmlR	b1799	-	38
	1881912	1882997		+	dmlA	b1800	-	26
	1883188	1884633		+	yeaV	b1801	-	2
	1884665	1885789		+	yeaW	b1802	-	2
	1885845	1886810		+	yeaX	b1803	-	6
	1887991	1886864		-	rnd	b1804	-	28
	1889746	1888061		-	fadD	b1805	-	18
	1890532	1889951		-	yeaY	b1806	-	62
	1891267	1890572		-	tsaB	b1807	-	112
	1893235	1891325		-	yoaA	b1808	-	26
	1893367	1893711		+	yoaB	b1809	-	195
	1894133	1894432		+	yoaC	b1810	-	13
	1894731	1894552		-	yoaH	b1811	-	59
	1894805	1896166		+	pabB	b1812	-	24
	1896170	1896748		+	nudL	b1813	-	58
	1896932	1898296		+	sdaA	b1814	-	32
	1898427	1900025		+	yoaD	b1815	-	4
	1901585	1900029		-	yoaE	b1816	-	60
1901946	1902048	1903019	1903070	+	manX	b1817	-	526
1902218			1902198	-	-	predicted RNA	antisense: manX	1935
1903071	1903082	1903882	1903891	+	manY	b1818	-	1131
1903423			1903386	-	-	predicted RNA	antisense: manY	1642
1903865			1903856	-	-	predicted RNA	antisense: manY	1887
1903895	1903895	1904746	1904746	+	manZ	b1819	-	797
1904515			1904477	-	-	predicted RNA	antisense: manZ	1808
1904754			1904719	-	-	predicted RNA	antisense: manZ	1886
	1904801	1905259		+	yobD	b1820	-	22
	1905688	1906254		+	mntP	b1821	-	2
	1907060	1906251		-	rlmA	b1822	-	28
1907435	1907435	1907226	1907226	-	cspC	b1823	-	373
1907252			1907287	+	-	predicted RNA	antisense: cspC	2212
1907366			1907394	+	-	predicted RNA	antisense: cspC	2395
1907605	1907591	1907448	1907436	-	yobF	b1824	-	1684
	1908548	1908261		-	yebO	b1825	-	30
	1908766	1908623		-	mgrB	b1826	-	34
	1908925	1909164		+	yobH	b4536	-	36
	1910099	1909308		-	kdgR	b1827	-	152
	1910276	1911649		+	yebQ	b1828	-	5
	1912576	1911695		-	htpX	b1829	-	191
	1914816	1912768		-	prc	b1830	-	181
1915576	1915534	1914836	1914836	-	proQ	b1831	-	556
1915277			1915294	+	-	predicted RNA	antisense: proQ	2005
	1916128	1915631		-	msrC	b1832	-	181
	1916258	1917541		+	yebS	b1833	-	18
	1917510	1920143		+	yebT	b1834	-	31
	1920223	1921662		+	rsmF	b1835	-	19
	1921780	1922016		+	yebV	b1836	-	53
	1922121	1922312		+	yebW	b1837	-	13
	1922969	1922313		-	pphA	b1838	-	9
1923066			1923314	+	ryeA	b4432	-	15
1923284			1923164	-	sdsR	b4433	-	16
	1923706	1923365		-	yebY	b1839	-	23
	1924591	1923719		-	yebZ	b1840	-	35
	1924969	1924595		-	yobA	b1841	-	40
	1925108	1925338		+	holE	b1842	-	47
	1925440	1926096		+	yobB	b1843	-	23
	1926120	1926782		+	exoX	b1844	-	77
	1928839	1926779		-	ptrB	b1845	-	18
	1929707	1929048		-	yebE	b1846	-	10
	1930390	1930034		-	yebF	b1847	-	89
	1930747	1930457		-	yebG	b1848	-	86
1930875	1930881	1932059	1932059	+	purT	b1849	-	238
1932766	1932756	1932115	1932115	-	eda	b1850	-	382
	1934604	1932793		-	edd	b1851	-	76
	1936314	1934839		-	zwf	b1852	-	175
	1936652	1937521		+	yebK	b1853	-	46
1937569	1937649	1939091	1939091	+	pykA	b1854	-	977
1938483			1938449	-	-	predicted RNA	antisense: pykA	1915
1938923			1938863	-	-	predicted RNA	antisense: pykA	2268
1939031			1939014	-	-	predicted RNA	antisense: pykA	1867
	1940193	1939222		-	lpxM	b1855	-	79
	1941635	1940313		-	mepM	b1856	-	36
	1942583	1941651		-	znuA	b1857	-	33
	1942662	1943417		+	znuC	b1858	-	43
	1943414	1944199		+	znuB	b1859	-	44
	1945356	1944346		-	ruvB	b1860	-	78
	1945976	1945365		-	ruvA	b1861	-	51
	1946180	1946115		-	yobI	b4677	-	0
	1946251	1946853		+	yebB	b1862	-	8
	1947376	1946855		-	ruvC	b1863	-	148
1948179	1948151	1947411	1947411	-	yebC	b1864	-	580
1948664	1948632	1948180	1948180	-	nudB	b1865	-	223
1950592	1950522	1948750	1948716	-	aspS	b1866	-	458
	1950832	1951398		+	yecD	b1867	-	67
	1951395	1952213		+	yecE	b1868	-	21
	1952266	1952661		+	yecN	b1869	-	96
	1952702	1953445		+	cmoA	b1870	-	44
	1953442	1954413		+	cmoB	b1871	-	54
	1957007	1954578		-	torZ	b1872	-	7
	1958132	1957032		-	torY	b1873	-	4
	1959266	1958520		-	cutC	b1874	-	55
	1959846	1959280		-	yecM	b1875	-	43
	1960062	1961795		+	argS	b1876	-	161
	1961972	1962460		+	yecT	b1877	-	0
	1962972	1962580		-	flhE	b1878	-	0
	1965050	1962972		-	flhA	b1879	-	8
	1966191	1965043		-	flhB	b1880	-	0
	1967037	1966393		-	cheZ	b1881	-	13
	1967437	1967048		-	cheY	b1882	-	20
	1968501	1967452		-	cheB	b1883	-	1
	1969364	1968504		-	cheR	b1884	-	6
	1970984	1969383		-	tap	b1885	-	4
	1972691	1971030		-	tar	b1886	-	0
	1973339	1972836		-	cheW	b1887	-	5
	1975324	1973360		-	cheA	b1888	-	2
	1976255	1975329		-	motB	b1889	-	2
	1977139	1976252		-	motA	b1890	-	4
	1977844	1977266		-	flhC	b1891	-	18
	1978197	1977847		-	flhD	b1892	-	29
	1979021	1978518		-	insB1	b1893	-	17
	1979215	1978940		-	insA	b1894	-	0
	1979753	1980181		+	uspC	b1895	-	34
	1981612	1980188		-	otsA	b1896	-	55
	1982387	1981587		-	otsB	b1897	-	44
	1983540	1982554		-	araH	b4460	-	10
	1985069	1983555		-	araG	b1900	-	6
	1986128	1985139		-	araF	b1901	-	1
	1986925	1987428		+	ftnB	b1902	-	26
	1987758	1987507		-	yecJ	b4537	-	14
	1987959	1987873		-	azuC	b4663	-	18
	1988222	1988545		+	yecR	b1904	-	12
1988699	1988716	1989213	1989213	+	ftnA	b1905	-	251
	1989490	1989251		-	yecH	b1906	-	82
	1989681	1990892		+	tyrP	b1907	-	33
	1991619	1990954		-	yecA	b1908	-	121
1991901			1991815	-	leuZ	b1909	-	31
1991987			1991914	-	cysT	b1910	-	26
1992117			1992042	-	glyW	b1911	-	203
	1992817	1992269		-	pgsA	b1912	-	60
	1994706	1992874		-	uvrC	b1913	-	83
	1995359	1994703		-	uvrY	b1914	-	135
	1995818	1996042		+	yecF	b1915	-	25
	1996832	1996110		-	sdiA	b1916	-	5
	1997814	1997062		-	yecC	b1917	-	133
	1998479	1997811		-	yecS	b1918	-	118
	1999480	1998494		-	dcyD	b1919	-	141
2000434	2000385	1999585	1999585	-	fliY	b1920	-	817
1999687			1999722	+	-	predicted RNA	antisense: fliY	2457
	2001024	2000473		-	fliZ	b1921	-	7
	2001789	2001070		-	fliA	b1922	-	6
	2003606	2002110		-	fliC	b1923	-	23
	2003872	2005278		+	fliD	b1924	-	2
	2005303	2005713		+	fliS	b1925	-	6
	2005713	2006078		+	fliT	b1926	-	0
	2006156	2007643		+	amyA	b1927	-	43
2008090	2008090	2007677	2007677	-	yedD	b1928	-	218
	2008277	2009482		+	yedE	b1929	-	158
	2009479	2009712		+	yedF	b1930	-	33
	2009821	2010489		+	yedK	b1931	-	6
	2010600	2011079		+	yedL	b1932	-	13
	2013014	2012700		-	fliE	b1937	-	11
	2013229	2014887		+	fliF	b1938	-	3
	2014880	2015875		+	fliG	b1939	-	2
	2015868	2016554		+	fliH	b1940	-	0
	2016554	2017927		+	fliI	b1941	-	1
	2017946	2018389		+	fliJ	b1942	-	0
	2018386	2019513		+	fliK	b1943	-	3
	2019618	2020082		+	fliL	b1944	-	0
	2020087	2021091		+	fliM	b1945	-	2
	2021088	2021501		+	fliN	b1946	-	6
	2021504	2021869		+	fliO	b1947	-	3
	2021869	2022606		+	fliP	b1948	-	1
	2022616	2022885		+	fliQ	b1949	-	5
	2022893	2023678		+	fliR	b1950	-	3
	2023968	2024591		+	rcsA	b1951	-	6
	2024823	2024635		-	dsrB	b1952	-	19
	2024986	2025213		+	yodD	b1953	-	12
2025313			2025227	-	dsrA	b1954	-	5
	2025511	2026326		+	yedP	b1955	-	34
	2028017	2026323		-	yedQ	b1956	-	30
	2028370	2028188		-	yodC	b1957	-	69
	2029366	2028449		-	yedI	b1958	-	79
	2029539	2030459		+	yedA	b1959	-	4
	2030918	2030448		-	vsr	b1960	-	20
	2032317	2030899		-	dcm	b1961	-	60
	2033079	2032384		-	yedJ	b1962	-	80
	2033484	2033119		-	yedR	b1963	-	57
2033649			2033739	+	rseX	b4603	-	0
	2035835	2036686		+	hchA	b1967	-	68
	2038152	2036794		-	yedV	b1968	-	4
	2038823	2038152		-	yedW	b1969	-	21
	2038956	2039369		+	hiuH	b1970	-	0
	2039478	2040482		+	yedY	b1971	-	15
	2040483	2041118		+	yedZ	b1972	-	5
	2041375	2042025		+	zinT	b1973	-	0
	2042368	2042898		+	yodB	b1974	-	22
2043557			2043468	-	serU	b1975	-	0
	2043651	2044448		+	mtfA	b1976	-	29
2044549			2044624	+	asnT	b1977	-	16
	2044938	2052014		+	yeeJ	b1978	-	6
	2053643	2054959		+	shiA	b1981	-	35
	2055061	2056515		+	amn	b1982	-	58
	2056858	2057574		+	yeeN	b1983	-	61
2058102			2058027	-	asnW	b1984	-	4
	2059690	2058203		-	yeeO	b1985	-	16
2059851			2059926	+	asnU	b1986	-	0
	2060914	2059964		-	cbl	b1987	-	23
	2061933	2061016		-	nac	b1988	-	1
2062260			2062335	+	asnV	b1989	-	12
	2063323	2062391		-	ldtA	b1990	-	22
	2064467	2063388		-	cobT	b1991	-	78
	2065222	2064479		-	cobS	b1992	-	109
	2065764	2065219		-	cobU	b1993	-	57
	2067321	2066305		-	insH1	b1994	-	71
	2069857	2068952		-	insD1	b1996	-	31
	2070180	2069815		-	insC1	b1997	-	23
2071317			2071511	+	isrC	b4435	-	29
	2071539	2074658		+	flu	b2000	-	139
	2074779	2076311		+	yeeR	b2001	-	8
	2076308	2076754		+	yeeS	b2002	-	6
	2076817	2077038		+	yeeT	b2003	-	6
	2077112	2077480		+	cbeA	b2004	-	0
	2077569	2077943		+	cbtA	b2005	-	0
2079440	2079361	2079032	2079032	-	yeeX	b2007	-	445
	2080591	2079533		-	yeeA	b2008	-	25
	2081262	2080789		-	sbmC	b2009	-	34
	2082547	2081381		-	dacD	b2010	-	10
	2082756	2084183		+	sbcB	b2011	-	30
	2084453	2084226		-	yeeD	b2012	-	142
2085537	2085525	2084467	2084454	-	yeeE	b2013	-	202
	2087062	2085704		-	plaP	b2014	-	108
	2087114	2087052		-	yoeI	b4678	-	108
	2088258	2087329		-	yeeY	b2015	-	4
	2089128	2088304		-	yeeZ	b2016	-	136
	2089465	2089211		-	yoeB	b4539	-	54
	2089713	2089462		-	yefM	b2017	-	88
	2089996	2090046		+	hisL	b2018	-	22
	2090192	2091091		+	hisG	b2019	-	171
	2091097	2092401		+	hisD	b2020	-	122
	2092398	2093468		+	hisC	b2021	-	122
	2093468	2094535		+	hisB	b2022	-	246
	2094535	2095125		+	hisH	b2023	-	195
	2095125	2095862		+	hisA	b2024	-	242
	2095844	2096620		+	hisF	b2025	-	198
	2096614	2097225		+	hisI	b2026	-	121
2098317	2098301	2097321	2097321	-	wzzB	b2027	-	291
	2099613	2098447		-	ugd	b2028	-	16
2099851			2099901	+	-	predicted RNA	antisense: gnd	2255
2101311	2101268	2099862	2099862	-	gnd	b2029	-	1053
2100101			2100113	+	-	predicted RNA	antisense: gnd	1801
2100207			2100241	+	-	predicted RNA	antisense: gnd	1753
2100297			2100321	+	-	predicted RNA	antisense: gnd	2457
2100498			2100540	+	-	predicted RNA	antisense: gnd	2196
2100593			2100640	+	-	predicted RNA	antisense: gnd	2106
2100809			2100823	+	-	predicted RNA	antisense: gnd	1848
2100948			2101104	+	-	predicted RNA	antisense: gnd	2688
	2102911	2101895		-	insH1	b2030	-	63
	2104509	2103391		-	wbbK	b2032	-	17
	2105084	2104494		-	wbbJ	b2033	-	89
	2106057	2105065		-	wbbI	b2034	-	52
	2107226	2106060		-	wbbH	b2035	-	19
	2108329	2107226		-	glf	b2036	-	120
	2109584	2108337		-	wzxB	b2037	-	42
	2110138	2109581		-	rfbC	b2038	-	61
	2111019	2110138		-	rfbA	b2039	-	132
	2111976	2111077		-	rfbD	b2040	-	103
	2113061	2111976		-	rfbB	b2041	-	148
2114335	2114327	2113434	2113434	-	wcaN	b2042	-	476
	2115896	2114502		-	wcaM	b2043	-	4
	2117127	2115907		-	wcaL	b2044	-	3
	2118404	2117124		-	wcaK	b2045	-	4
	2120158	2118680		-	wzxC	b2046	-	3
	2121554	2120160		-	wcaJ	b2047	-	3
	2122979	2121609		-	cpsG	b2048	-	0
	2124520	2123084		-	cpsB	b2049	-	3
	2125746	2124523		-	wcaI	b2050	-	5
	2126222	2125743		-	wcaH	b2051	-	10
	2127190	2126225		-	wcaG	b2052	-	5
	2128314	2127193		-	gmd	b2053	-	7
	2128888	2128340		-	wcaF	b2054	-	0
	2129650	2128904		-	wcaE	b2055	-	0
	2130878	2129661		-	wcaD	b2056	-	0
	2132070	2130853		-	wcaC	b2057	-	3
	2132555	2132067		-	wcaB	b2058	-	5
	2133397	2132558		-	wcaA	b2059	-	3
	2135652	2133490		-	wzc	b2060	-	0
	2136098	2135655		-	wzb	b2061	-	0
	2137243	2136104		-	wza	b2062	-	2
	2137902	2139485		+	yegH	b2063	-	46
	2141612	2139759		-	asmA	b2064	-	44
2142265	2142215	2141634	2141619	-	dcd	b2065	-	264
	2142948	2142307		-	udk	b2066	-	110
	2143266	2146583		+	yegE	b2067	-	12
	2147540	2146692		-	alkA	b2068	-	17
	2147674	2149026		+	yegD	b2069	-	17
	2150985	2149039		-	yegI	b2070	-	4
	2151185	2151646		+	yegJ	b2071	-	0
	2152472	2151711		-	yegK	b2072	-	1
	2153128	2152469		-	yegL	b2073	-	0
2153309			2153451	+	sibA	b4436	-	9
	2153408	2153349		-	ibsA	b4667	-	0
2153644			2153779	+	sibB	b4437	-	9
	2153737	2153681		-	ibsB	b4668	-	0
	2154016	2155263		+	mdtA	b2074	-	16
	2155263	2158385		+	mdtB	b2075	-	8
	2158386	2161463		+	mdtC	b2076	-	5
	2161464	2162879		+	iceT	b2077	-	11
	2162876	2164279		+	baeS	b2078	-	9
	2164276	2164998		+	baeR	b2079	-	26
	2165189	2165521		+	yegP	b2080	-	64
	2165668	2167029		+	yegQ	b2081	-	86
2167114			2167200	+	cyaR	b4438	-	0
	2167520	2167302		-	ogrK	b2082	-	0
	2168306	2167989		-	yegR	b2085	-	0
	2168712	2169611		+	yegS	b2086	-	23
	2170236	2170535		+	insE1	b2088	-	20
	2170532	2171398		+	insF1	b2089	-	15
2173025	2172873	2171833	2171833	-	gatD	b2091	-	598
2173034			2173198	+	-	predicted RNA	-	1925
2174596	2174566	2174282	2173058	-	gatB	b2093	-	1300
2173331			2173461	+	-	predicted RNA	-	2893
2173528			2173615	+	-	predicted RNA	-	2463
2173682			2173707	+	-	predicted RNA	-	1918
2173778			2173819	+	-	predicted RNA	-	3243
2173885			2173999	+	-	predicted RNA	-	2947
2174076			2174105	+	-	predicted RNA	-	1943
2174240			2174275	+	-	predicted RNA	-	2813
2174558			2174703	+	-	predicted RNA	antisense: gatA gatB	2106
2175049	2175049	2174597	2174597	-	gatA	b2094	-	1365
2174768			2174902	+	-	predicted RNA	antisense: gatA	2303
2174967			2175233	+	-	predicted RNA	antisense: gatZ gatA	2621
2176349	2176321	2175059	2175050	-	gatZ	b2095	-	3428
2175327			2177075	+	-	predicted RNA	antisense: gatZ gatY	3578
2177223	2177204	2176350	2176350	-	gatY	b2096	-	3763
2178567	2178564	2177512	2177512	-	fbaB	b2097	-	381
	2178821	2180098		+	yegT	b2098	-	5
	2180095	2181099		+	yegU	b2099	-	18
	2181096	2182061		+	yegV	b2100	-	11
	2182781	2182035		-	yegW	b2101	-	31
	2183651	2182833		-	yegX	b2102	-	13
	2184516	2183716		-	thiD	b2103	-	121
2185301	2185301	2184513		-	thiM	b2104	-	205
	2185796	2185524		-	rcnR	b2105	-	48
	2185917	2186741		+	rcnA	b2106	-	3
	2186960	2187298		+	rcnB	b2107	-	24
	2188414	2187380		-	yehA	b2108	-	0
	2190910	2188430		-	yehB	b2109	-	3
	2191645	2190926		-	yehC	b2110	-	0
	2192222	2191680		-	yehD	b2111	-	0
	2192796	2192515		-	yehE	b2112	-	24
2194184	2194168	2193059	2193059	-	mrp	b2113	-	331
2194285	2194300	2196333	2196333	+	metG	b2114	-	229
	2200279	2203911		+	yehI	b2118	-	4
	2203972	2204289		+	yehK	b4541	-	0
	2204596	2205684		+	yehL	b2119	-	0
	2205695	2207974		+	yehM	b2120	-	0
	2207967	2209103		+	yehP	b2121	-	2
	2211225	2211686		+	yehR	b2123	-	0
	2212196	2211726		-	yehS	b2124	-	10
	2212962	2212243		-	yehT	b2125	-	12
	2214644	2212959		-	yehU	b2126	-	9
	2214866	2215597		+	mlrA	b2127	-	22
	2215657	2215764		+	yohO	b4542	-	10
	2216476	2215745		-	yehW	b2128	-	14
	2217407	2216481		-	yehX	b2129	-	34
	2218557	2217400		-	yehY	b2130	-	30
	2219481	2218564		-	osmF	b2131	-	34
	2221989	2219692		-	bglX	b2132	-	91
	2222185	2223900		+	dld	b2133	-	123
	2224870	2223938		-	pbpG	b2134	-	44
	2225631	2225044		-	yohC	b2135	-	20
	2225801	2226379		+	yohD	b2136	-	22
	2227270	2226509		-	yohF	b2137	-	16
	2228982	2229065		+	yohP	b4679	-	0
	2230385	2229438		-	dusC	b2140	-	23
	2230624	2231022		+	yohJ	b2141	-	16
	2231019	2231714		+	yohK	b2142	-	15
	2231844	2232728		+	cdd	b2143	-	91
	2232878	2233597		+	sanA	b2144	-	8
	2233600	2233839		+	yeiS	b2145	-	0
	2234033	2235271		+	preT	b2146	-	36
	2235265	2236500		+	preA	b2147	-	33
	2237753	2236743		-	mglC	b2148	-	11
	2239289	2237769		-	mglA	b2149	-	0
	2240348	2239350		-	mglB	b2150	-	0
	2241668	2240628		-	galS	b2151	-	2
	2242967	2241810		-	yeiB	b2152	-	18
	2243652	2242984		-	folE	b2153	-	170
	2243910	2244746		+	yeiG	b2154	-	73
	2246769	2244778		-	cirA	b2155	-	6
2248541	2248532	2247063	2247063	-	lysP	b2156	-	254
	2249618	2248737		-	yeiE	b2157	-	32
	2249717	2250766		+	yeiH	b2158	-	37
	2250840	2251697		+	nfo	b2159	-	66
	2251700	2252788		+	yeiI	b2160	-	25
	2254145	2252895		-	nupX	b2161	-	6
	2255186	2254245		-	rihB	b2162	-	1
	2255355	2256014		+	yeiL	b2163	-	0
	2257335	2256085		-	psuT	b2164	-	5
	2258367	2257429		-	psuG	b2165	-	0
	2259296	2258355		-	psuK	b2166	-	0
	2261410	2259719		-	fruA	b2167	-	94
	2262365	2261427		-	fruK	b2168	-	91
	2263495	2262365		-	fruB	b2169	-	76
	2263863	2265044		+	setB	b2170	-	11
	2265295	2265041		-	yeiW	b4502	-	35
	2265450	2266022		+	yeiP	b2171	-	137
	2266245	2267711		+	yeiQ	b2172	-	4
	2267829	2268815		+	yeiR	b2173	-	22
	2268854	2269567		+	lpxT	b2174	-	7
2269979	2269979	2270545	2270545	+	mepS	b2175	-	247
	2270726	2272282		+	rtn	b2176	-	9
	2272364	2274178		+	yejA	b2177	-	12
	2274179	2275273		+	yejB	b2178	-	7
	2275273	2276298		+	yejE	b2179	-	7
	2276300	2277889		+	yejF	b2180	-	23
	2278237	2277893		-	yejG	b2181	-	9
	2279760	2278570		-	bcr	b2182	-	49
	2280483	2279788		-	rsuA	b2183	-	126
	2280632	2282392		+	yejH	b2184	-	13
2282452	2282517	2282801	2282801	+	rplY	b2185	-	327
2282776			2282744	-	-	predicted RNA	antisense: rplY	2093
	2283947	2282940		-	yejK	b2186	-	94
	2284129	2284356		+	yejL	b2187	-	114
	2284376	2286136		+	yejM	b2188	-	45
2286211			2286287	+	proL	b2189	-	0
	2290081	2289065		-	insH1	b2192	-	79
	2290500	2291147		+	narP	b2193	-	172
	2292410	2291358		-	ccmH	b2194	-	22
	2292964	2292407		-	dsbE	b2195	-	14
	2294904	2292961		-	ccmF	b2196	-	34
	2295380	2294901		-	ccmE	b2197	-	41
	2295586	2295377		-	ccmD	b2198	-	54
	2296320	2295583		-	ccmC	b2199	-	45
	2297024	2296362		-	ccmB	b2200	-	19
	2297644	2297021		-	ccmA	b2201	-	21
	2298259	2297657		-	napC	b2202	-	61
	2298718	2298269		-	napB	b2203	-	26
